Actor,Degree,Weighted Degree,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Degree Rank,Betweenness Rank,Closeness Rank,Eigenvector Rank,Average Rank
עמי סמולרצ'יק,62,64.0,0.0196513470681458,0.002462709012746188,0.41612176931055705,0.012787142445761296,162,202,298,377,259.75
אייל שכטר,43,48.0,0.013629160063391443,0.0013897323660610114,0.4436943776558452,0.016419140942922957,281,282,178,300,260.25
זאב שמשוני,61,64.0,0.019334389857369256,0.0012775398992020265,0.4134590298917116,0.018176841201439056,165,297,317,266,261.25
טלי שרון,48,51.0,0.015213946117274169,0.0053777545070311196,0.41886653589501066,0.01165273936399568,240,103,285,422,262.5
אורי הוכמן,71,73.0,0.022503961965134708,0.0024781923696317815,0.4076400335644069,0.01273182505024972,120,201,352,382,263.75
גידי גוב,54,59.0,0.01711568938193344,0.0014498064988558248,0.4224640585754928,0.016198969438945745,201,278,273,304,264.0
עליזה רוזן,65,65.0,0.020602218700475437,0.00048177255033705945,0.4058536054715524,0.03709663366054813,146,441,367,105,264.75
עידית טפרסון,53,57.0,0.016798732171156894,0.0009631017841694162,0.4334892406910027,0.016576779838867763,207,338,226,296,266.75
שמוליק קראוס,41,48.0,0.012995245641838352,0.00031814090931948745,0.446027677980632,0.04094332873773696,304,509,170,90,268.25
רבקה נוימן,39,44.0,0.012361331220285262,0.001357210159989753,0.4595937675715405,0.014503788843947155,324,286,127,337,268.5
נטע גרטי,44,45.0,0.013946117274167988,0.001972518940824258,0.4253168555509912,0.01560011494321471,269,231,261,316,269.25
רמי ברוך,63,65.0,0.019968304278922346,0.0022825239057795163,0.4069386628452489,0.01363345084992295,157,214,358,354,270.75
מיכאל הנגבי,52,54.0,0.01648177496038035,0.0011167904636928383,0.427267979383652,0.0161810987389822,214,310,254,305,270.75
מרדכי בן זאב,45,50.0,0.014263074484944533,0.00018693045469948518,0.4503466323801506,0.05277844690996335,260,595,160,70,271.25
יוסי קאנץ,62,62.0,0.0196513470681458,0.0006005273192984188,0.40400333709196085,0.03002780417683451,162,406,379,147,273.5
קרוליין לנגפורד,44,51.0,0.013946117274167988,0.0002887849960669071,0.452418079301651,0.0292861093877479,269,529,150,151,274.75
חיים טופול,35,44.0,0.011093502377179081,0.00018272941628889405,0.4807728114822762,0.0511070331161223,363,599,82,73,279.25
איתי תורג'מן,44,47.0,0.013946117274167988,0.0010002233639653348,0.4387865904922558,0.015827593373080904,269,335,201,313,279.5
אילנה ברקוביץ',29,36.0,0.00919175911251981,0.0013348315153037828,0.45410136436966314,0.019490082868959056,445,289,139,249,280.5
אלונה קמחי,41,45.0,0.012995245641838352,0.0010769523577892242,0.43510914593732847,0.017168837367135585,304,322,217,282,281.25
שרה אדלר,55,56.0,0.017432646592709985,0.0019380603846768398,0.41926966635923624,0.011799739159569372,196,234,284,413,281.75
רפי תבור,54,54.0,0.01711568938193344,0.002692614044693306,0.4036567663166232,0.013395444549084378,201,192,381,361,283.75
אבי פניני,49,50.0,0.015530903328050714,0.0006867883318797029,0.4179158913898767,0.020166931124219738,235,384,290,235,286.0
חנה מרון,51,53.0,0.016164817749603804,0.00041773478271428673,0.4213063861630346,0.024933080657163327,221,461,279,183,286.0
לאורה ריבלין,45,48.0,0.014263074484944533,0.000593056451040724,0.42433308643532697,0.02243933528566044,260,409,264,212,286.25
מושון אלבוחר,42,50.0,0.013312202852614897,0.00024126101207140108,0.4509124382935627,0.030092059446918173,292,553,155,146,286.5
מאיר סויסה,51,53.0,0.016164817749603804,0.0007903634194568681,0.4127874694040767,0.019741068340076984,221,366,321,241,287.25
מייק בורשטיין,44,47.0,0.013946117274167988,0.0015004537406233059,0.4062452529177284,0.019518972313387797,269,273,364,246,288.0
ג'וי ריגר,63,66.0,0.019968304278922346,0.003905071198919004,0.4128571328109078,0.008586653014592221,157,135,320,555,291.75
דבורה בקון,36,43.0,0.011410459587955626,0.00014824124937361206,0.48165094830551736,0.03521853615911183,349,627,78,115,292.25
גל זייד,53,55.0,0.016798732171156894,0.0013136677456030907,0.41463069420886806,0.013458417179743803,207,293,310,359,292.25
אסתר גרינברג,35,45.0,0.011093502377179081,0.00017264033108287742,0.46431098522633746,0.04355712804049018,363,606,119,83,292.75
דוד ברוך,41,44.0,0.012995245641838352,0.0002498135223541103,0.4377517841644741,0.03435001365632028,304,547,207,119,294.25
אוהד שחר,65,65.0,0.020602218700475437,0.0011070352339819715,0.4027038033925051,0.013620802564406438,146,314,383,356,299.75
גילי שושן,44,45.0,0.013946117274167988,0.0028938019904442345,0.4024687482717351,0.013224258460587664,269,180,384,369,300.5
דליה פרידלנד,50,52.0,0.01584786053882726,0.0006204618965017215,0.397925894195234,0.026914530308375064,226,401,409,171,301.75
סנדרה שדה,41,44.0,0.012995245641838352,0.0016304364529905965,0.42585967590453955,0.012323569873093592,304,261,259,394,304.5
שלמה בראבא,50,52.0,0.01584786053882726,0.0004000294406277066,0.42672696687572037,0.018366472747238686,226,472,255,265,304.5
דני גבע,49,50.0,0.015530903328050714,0.002654067710702563,0.4172027086300465,0.009659477094220837,235,194,292,499,305.0
אלי גורנשטיין,48,50.0,0.015213946117274169,0.0012876559056480292,0.40823300133439694,0.014432084899293441,240,296,348,339,305.75
שולי רנד,46,47.0,0.014580031695721078,0.0006839925159014322,0.42021550902132165,0.015641612200259492,256,387,282,315,310.0
ראובן בר יותם,50,55.0,0.01584786053882726,6.084354377545139e-05,0.4510146774769123,0.05037440262524971,226,785,154,75,310.0
דן תורג'מן,59,60.0,0.018700475435816166,0.0010834709300746876,0.40696517721003644,0.011955577030501093,172,320,357,407,314.0
ספי ריבלין,54,54.0,0.01711568938193344,0.0003293432070519788,0.39030425173531424,0.038362451587850996,201,505,456,99,315.25
שלום שמואלוב,42,45.0,0.013312202852614897,0.0009290396783735148,0.43430322440238506,0.012032906962935125,292,344,225,401,315.5
נלי תגר,52,52.0,0.01648177496038035,0.001193754610065388,0.4104872709148802,0.01195792910036433,214,304,339,406,315.75
מתי סרי,43,43.0,0.013629160063391443,0.003180677283203752,0.3946957275359241,0.012339658097248154,281,166,423,393,315.75
דודיק סמדר,36,38.0,0.011410459587955626,0.000655347933943543,0.4150695722362431,0.0220851443485536,349,395,306,215,316.25
גרא סנדלר,51,51.0,0.016164817749603804,0.0017353386967081438,0.3992218010834573,0.012266297257558768,221,256,399,396,318.0
שמואל וילוז'ני,50,52.0,0.01584786053882726,0.003996683429140577,0.4220469020766927,0.007324499633339079,226,132,274,641,318.25
דליק ווליניץ,48,50.0,0.015213946117274169,0.0002605673526261756,0.4169470232106609,0.022998946111335142,240,537,295,208,320.0
אסתי ירושלמי,38,41.0,0.012044374009508717,0.0009503969390892825,0.4154882094404614,0.01606770340945914,332,341,301,307,320.25
אלון נוימן,52,54.0,0.01648177496038035,0.001758832752387789,0.4013597115988876,0.011470601939212188,214,252,387,428,320.25
ישראל דמידוב,45,47.0,0.014263074484944533,0.0011963711462733132,0.40497322170131583,0.013972720930994643,260,303,371,348,320.5
אביבה מרקס,35,40.0,0.011093502377179081,0.00015311269443822685,0.4414857611200568,0.03582991086622351,363,623,187,111,321.0
נתן נתנזון,42,45.0,0.013312202852614897,0.0008731253114865808,0.40439965996039107,0.017880263867339225,292,354,375,271,323.0
עוז זהבי,66,70.0,0.020919175911251982,0.004352393339003782,0.4044533325999486,0.0070899503002989145,141,123,374,656,323.5
נבו קמחי,54,56.0,0.01711568938193344,0.0010721794890039716,0.40767406985108356,0.01158729861445243,201,324,351,425,325.25
סיני פתר,54,54.0,0.01711568938193344,0.0005137630371307883,0.4041491981423198,0.016682108139484862,201,429,378,294,325.5
לירון בן-שלוש,42,44.0,0.013312202852614897,0.0027156872162988977,0.40742726465366347,0.010304186749075406,292,189,353,473,326.75
אבי גרייניק,47,47.0,0.014896988906497623,0.0025124662261371525,0.3960292064925544,0.010818929563033488,248,198,415,453,328.5
לימור גולדשטיין,51,54.0,0.016164817749603804,0.0014763749091512427,0.40895688463237606,0.010281145904198891,221,275,344,475,328.75
חנן סביון,45,51.0,0.014263074484944533,0.0013447989448657606,0.42202687987021875,0.009562946529294387,260,287,275,500,330.5
יגאל שדה,48,49.0,0.015213946117274169,0.0007000721912079774,0.40224092553685054,0.015474621564595892,240,378,385,322,331.25
גיא עמיר,44,50.0,0.013946117274167988,0.0011592285122059814,0.4235980054206702,0.010021993736191578,269,307,267,486,332.25
אריק משעלי,36,41.0,0.011410459587955626,0.0015092447430273483,0.4231133454773436,0.010920842268686075,349,272,268,446,333.75
דב גליקמן,47,48.0,0.014896988906497623,0.0006391903811037553,0.4034265574834104,0.01582909104625266,248,398,382,312,335.0
אסתי קוסוביצקי,43,44.0,0.013629160063391443,0.0011465744423268213,0.3925481924745827,0.015157114678500307,281,308,435,326,337.5
ג'וני ערביד,48,51.0,0.015213946117274169,0.0015392997854862679,0.4070620263025726,0.009923559286708966,240,266,354,492,338.0
אוולין קפלון,52,52.0,0.01648177496038035,0.000708344674411492,0.3998380230879278,0.013274117265327911,214,376,397,368,338.75
רחל אטאס,34,36.0,0.010776545166402536,0.0003549538231983086,0.4279193666083991,0.0201873375343137,380,492,251,233,339.0
מנחם זילברמן,35,36.0,0.011093502377179081,0.0004213821509109438,0.4158786739998493,0.019631279500418704,363,457,300,243,340.75
ליאת גורן,40,41.0,0.012678288431061807,0.0006974639054182971,0.4231104487924822,0.011978798578025038,318,379,269,405,342.75
יורם טולדנו,41,43.0,0.012995245641838352,0.002864816195846194,0.40475748333886824,0.009270224550789838,304,182,372,516,343.5
אביבה גר,47,48.0,0.014896988906497623,0.001938381196039821,0.3933787757889335,0.01061214053787665,248,233,432,465,344.5
נועה קולר,48,50.0,0.015213946117274169,0.0010506332950878956,0.4146447985055,0.009410517030740223,240,326,309,509,346.0
מרדכי ארנון,37,45.0,0.011727416798732172,4.4869012888894535e-05,0.45855097009875606,0.04215184161896664,344,832,131,86,348.25
אורי שמיר,29,36.0,0.00919175911251981,0.00020059554828678604,0.45321295202347833,0.020895341450089828,445,582,144,222,348.25
איתי טיראן,44,47.0,0.013946117274167988,0.000477485420635238,0.4123044641276993,0.013644322293261995,269,445,328,353,348.75
רולף ברין,26,27.0,0.008240887480190175,0.00038251812105254054,0.43697762333647755,0.023196710695795247,508,480,210,203,350.25
מרינה שויף,44,46.0,0.013946117274167988,0.0015272906455432317,0.40868645234553047,0.009269520167333229,269,269,346,517,350.25
מרים ברנשטיין-כהן,30,32.0,0.009508716323296355,0.0001971345398653772,0.4322172737404691,0.02935268682068406,432,586,234,150,350.5
גסאן עבאס,34,35.0,0.010776545166402536,0.001485703896780945,0.428534971420071,0.009492101416988185,380,274,248,502,351.0
שלום אסייג,43,48.0,0.013629160063391443,0.0010730634606262227,0.41527338813450915,0.009740232614667872,281,323,304,496,351.0
ריקי בליך,50,52.0,0.01584786053882726,0.0022839571679790574,0.3981097307196408,0.00843162730595903,226,213,407,562,352.0
אורי בנאי,35,36.0,0.011093502377179081,0.0004669139564901931,0.43050812028365815,0.013564045933713659,363,448,240,358,352.25
מיכאלה עשת,44,45.0,0.013946117274167988,0.000479860951277167,0.4116208217275917,0.013343097469232028,269,444,332,365,352.5
יוסי סגל,30,32.0,0.009508716323296355,0.000895146945044218,0.41493177784094104,0.015454547193567574,432,351,307,323,353.25
רן דנקר,44,45.0,0.013946117274167988,0.0030862612091534336,0.4137771487057511,0.007040535600685873,269,170,314,661,353.5
ז'יל בן דוד,33,33.0,0.010459587955625991,0.0035984571582731526,0.3874602558229601,0.012646204256185034,397,149,488,383,354.25
ראידה אדון,39,41.0,0.012361331220285262,0.003793205401549328,0.4251049367219819,0.006639065608562672,324,139,263,691,354.25
עידן אלתרמן,35,36.0,0.011093502377179081,0.0021815073080765726,0.41343108039403553,0.009222121847259564,363,222,318,522,356.25
נחום שליט,42,43.0,0.013312202852614897,0.00048035164973094923,0.40025988542803353,0.015596907188909158,292,443,396,317,362.0
הלל נאמן,49,49.0,0.015530903328050714,0.00031860319617311707,0.39922171059893113,0.01614068832212156,235,508,400,306,362.25
מוטי בן ישי,36,38.0,0.011410459587955626,0.0014559953023355898,0.42944914182895466,0.00813717604244659,349,277,243,583,363.0
אביגיל אריאלי,41,41.0,0.012995245641838352,0.000921360006605194,0.39688712148163235,0.012482591810717624,304,347,413,389,363.25
נתן רביץ,41,42.0,0.012995245641838352,0.000620693213187521,0.4054376533616045,0.012552962511227542,304,400,370,386,365.0
חגית דסברג,37,40.0,0.011727416798732172,0.004158193359807098,0.39079666074615593,0.009036780461954616,344,130,451,536,365.25
גולן אזולאי,41,42.0,0.012995245641838352,0.00045411143581862586,0.4095272206198279,0.013327712776323082,304,454,341,366,366.25
דורי בן זאב,38,39.0,0.012044374009508717,0.00016997982706237668,0.4070514433140029,0.02656922005589617,332,608,355,173,367.0
דודו טופז,45,45.0,0.014263074484944533,0.00016153187424820724,0.40123847722077804,0.02315315546342045,260,616,389,205,367.5
יואב לוי,58,59.0,0.01838351822503962,0.0033971193573870072,0.3905798867708303,0.006793325963081457,177,157,454,682,367.5
יצחק שילה,34,36.0,0.010776545166402536,0.00016841073527574328,0.4188561519460997,0.02432581762462484,380,611,286,194,367.75
לירית בלבן,51,53.0,0.016164817749603804,0.006062515524003744,0.40180766077115215,0.005777549551462403,221,87,386,779,368.25
גורי אלפי,42,42.0,0.013312202852614897,0.004103879032072404,0.39435447234480675,0.007550046161322667,292,131,426,626,368.75
שמואל וולף,46,46.0,0.014580031695721078,0.00019851658469858077,0.3908527456996627,0.024672938245985286,256,583,448,189,369.0
מוריס כהן,38,38.0,0.012044374009508717,0.0032653192657242894,0.3944751376726947,0.00857143756921663,332,165,425,556,369.5
אסתר זבקו,42,42.0,0.013312202852614897,0.0009277675185329482,0.3848341875268514,0.014625174004705178,292,345,511,336,371.0
איציק כהן,42,45.0,0.013312202852614897,0.0003548114386158238,0.4107110057303284,0.013379435932398645,292,493,337,363,371.25
יובל שרף,40,40.0,0.012678288431061807,0.00226317996805728,0.39506982606632246,0.009057581734809469,318,216,420,534,372.0
קרן ברגר,47,47.0,0.014896988906497623,0.0010895886627352042,0.39615092130589535,0.009362736465745402,248,317,414,511,372.5
יובל זמיר,26,27.0,0.008240887480190175,0.0007245880521154244,0.43121257831514453,0.013066577063025893,508,374,238,371,372.75
אהובה קרן,40,40.0,0.012678288431061807,0.0003876525751236453,0.398277301118904,0.016236795454052638,318,478,404,302,375.5
אסנת פישמן,45,45.0,0.014263074484944533,0.001745904629453109,0.3917098714799025,0.008831244191582968,260,255,442,546,375.75
איה קורן,35,36.0,0.011093502377179081,0.00040902868479450645,0.42931505599303427,0.010847842715877291,363,466,245,450,381.0
מנדי רייס-דייוויס,31,33.0,0.0098256735340729,0.00040154865396800475,0.4042320247382543,0.01847935456560179,420,470,377,261,382.0
אנ',34,34.0,0.010776545166402536,0.0014637294479718412,0.3911640743943426,0.01109948783372255,380,276,443,443,385.5
זאב ברלינסקי,42,43.0,0.013312202852614897,0.00016274904837156997,0.38738978217584336,0.02759334272416119,292,615,489,165,390.25
אורלי בן גרטי,27,30.0,0.00855784469096672,0.00012470494008413326,0.4361522973977926,0.02030660722702529,470,657,212,232,392.75
רונית יודקביץ',36,37.0,0.011410459587955626,0.0010158166778083308,0.39766374447322483,0.009929148365379104,349,331,411,491,395.5
אריאל פורמן,44,44.0,0.013946117274167988,0.00022130877658115794,0.38284942434905583,0.02097273224039984,269,566,527,221,395.75
יהודה לוי,38,39.0,0.012044374009508717,0.0005519342994044066,0.4004503008296758,0.011152785114377738,332,419,394,441,396.5
